timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-15T22:09:06,codecarbon,9e320239-4411-4957-ae36-3e5bb83cf45f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,73.22339282301255,0.0001149356762041166,1.5696578890017614e-06,5.945111491276686,0.0,10.0,0.0001441571558812027,0.0,0.00020337662275835304,0.00034753377863955574,0.0,Italy,ITA,,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,4,Intel(R) N100,0,,,,15.366497039794922,machine,26.761643835616436,0,6.9,1.054447539865154,N,1.0,0.0
