timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-16T19:00:20,green-computing-r-dataset_Belgrade2021_pediatric_brain_tumor_plos_one_0259095_cleaned,71d00101-59c9-4713-b78f-5ec07fb617a9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.0221217989746947,1.499972225756429e-06,1.4675083021035976e-06,2.9909275184446367,0.0,10.0,1.6979271916794936e-06,0.0,2.8375750360687056e-06,4.535502227748199e-06,0.0,Italy,ITA,,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,4,Intel(R) N100,0,,,,15.366497039794922,machine,0.0,0,23.7,3.6455116271972656,N,1.0,0.0
