timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-18T00:06:49,green-computing-py-base-dataset_Taipei2018_colorectal_cancer_EHRs_plos_one_0200893_final_cleaned,4240f6dd-3760-4800-ab4a-660d906bbd9e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,20.818728521000594,3.045012125004346e-05,1.4626311697819267e-06,3.151464879947844,0.0,10.0,3.424615573023419e-05,0.0,5.782661094724769e-05,9.20727666774819e-05,0.0,Italy,ITA,,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,4,Intel(R) N100,0,,,,15.366497039794922,machine,25.46,0,17.7,2.715254020690918,N,1.0,0.0
