timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-18T00:07:29,green-computing-py-optimized-10_7717_peerj_5665_dataYM2018_neuroblastoma,a9b971be-4c74-40a7-9d56-d8fd42efa973,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.9446526130195707,5.815377202544949e-06,1.474243177549003e-06,1.5126287273301182,0.0,10.0,6.6290166921001425e-06,0.0,1.0955079736110444e-05,1.7584096428210587e-05,0.0,Italy,ITA,,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,4,Intel(R) N100,0,,,,15.366497039794922,machine,8.366666666666667,0,15.9,2.448516845703125,N,1.0,0.0
