timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-16T18:58:44,codecarbon,abaa6ce5-3861-4d68-9d5b-52c50be8559a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,10.677468436013442,1.9124541982960358e-05,1.7911120128865238e-06,0.8634704174225161,0.0,10.0,2.817003170267618e-05,0.0,2.9657307549981244e-05,5.782733925265742e-05,0.0,Italy,ITA,,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.6,4,Intel(R) N100,0,,,,15.366497039794922,machine,20.06,0,23.2,3.5605388641357423,N,1.0,0.0
